Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Bolivia,BOL,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.140980161,1.644995554,1.453599772,1.484732245,1.502379505,1.499928612,1.576957601,1.702430779,1.731677762,1.866003686,1.507576225,
Brazil,BRA,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.525531791,3.460664045,2.982603913,3.106392568,4.214994697,3.107724172,3.466864091,3.446823393,2.857282293,2.854799955,3.31178796,3.916639098,3.58571901,3.053058314,3.110636096,2.242700111,
Barbados,BRB,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.964007815,5.879437038,6.482491239,6.081041724,6.714827819,7.243505999
Brunei Darussalam,BRN,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.36467132,6.867029759,6.032013976,5.376157619,4.525302009,3.850594241,3.998351804,4.748898811,3.661013548,3.920632628,3.899498747,3.872776963,3.114446589
Bhutan,BTN,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.830490276,5.20416391,3.967561613,5.436822667,6.952498279,6.75215843,6.594168414,7.186745768,8.417308419,7.02804491,8.446604027,,
Botswana,BWA,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.620608093,3.613430059,3.549454903,3.734357255,4.852641333,5.276903014,5.426319239,4.787974207,4.323439372,4.238901862
Central African Republic,CAF,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.63801359,11.9962583,9.58298324,28.50158721,27.66216747,30.86475245,25.61074992,22.9381611,15.59115392,12.58274357,13.38329535,
Canada,CAN,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.499517649,0.420325955,0.431596614,0.763250457,1.266870558,1.192457242,0.844688791,0.651152891,0.574918196,0.517878595,0.516596294,0.596050945,0.44946104,0.505214192,0.503405461,0.531099761,
Central Europe and the Baltics,CEB,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.230983895,0.908169718,0.738592691,0.886594679,1.03418265,0.856718805,0.809200259,0.772055444,0.760621703,0.713941399,0.747486157,0.739474218,0.63721399,0.661973848,0.643418847,0.751274827,
Channel Islands,CHI,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.619158778,1.822996838,1.634837878,1.202497505,0.905289363,0.748131241,0.750701585,0.976461981,2.925637569,2.693280314,2.34645556,2.157151824,2.10543292,2.059665284,1.874663267,1.832636162,1.916362509,1.872014621,2.055049193,1.552989248,
China,CHN,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.132370451,0.961585529,0.95367433,0.999702805,1.248733356,1.673880164,1.744479345,1.744354606,1.832948832,1.861754853,1.839619692,
Cote d'Ivoire,CIV,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.10134847,11.44671108,11.55280071,10.29533141,9.70168699,9.315176962,10.65187215,10.83590406,12.39271898,12.81048264,13.39442057,
"Congo, Dem. Rep.",COD,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.964372339,1.078087025,1.519315059,1.224875492,2.506063396,3.572579699,4.84773547,13.2901315,18.19747057,23.07392863,17.53014556,
Colombia,COL,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74843383,2.659818483,3.229293275,3.932178286,4.012838351,2.863376564,2.495543848,2.758458591,2.775353629,2.915260841,2.847672788,3.124536536,4.179781455,4.501811553,4.248606333,4.961299163,3.947215174
Comoros,COM,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.65958378,17.62427566,19.78331354,18.86195978,20.29872135,20.54764962,21.67501073,24.79948768,24.34612267,22.51173131,23.65814465,
Cabo Verde,CPV,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.535661424,2.05989759,1.855204646,1.816876565,1.745156217,1.74861175,1.552950601,1.664178415,1.553238134,2.053281605,2.117731167,2.395296056,2.429921513,
Caribbean small states,CSS,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59414948,4.509363029,5.821722599,9.9862342,18.37494562,38.5570399,44.97207276,47.74784577,36.69911774,31.38889468,19.52051022,17.09310365,15.01908354,
Czechia,CZE,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.823873462,4.49075322,5.458233559,5.292873079,5.351679673,5.263386173,5.639108258,5.439971995,4.521935367,3.682523035,3.095909896,1.69280341,1.91231095,
Germany,DEU,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,3.41,2.65,2.85,3.31,3.2,3.03,2.86,2.7,2.34,1.97,1.71,1.5,1.24,1.05,,
Djibouti,DJI,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.080726989,4.868588048,6.955667901,7.864134332,7.362027531,3.990506188,5.539583937,3.551076734,2.116259953,
Dominica,DMA,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.12077911,14.45085923,17.43379656,17.01661651,12.23664338,15.01172488,
Denmark,DNK,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.190194759,,,,,4.068636311,3.660342887,5.950517803,4.618143705,4.400790738,3.278244431,2.657483443,1.742305977,1.760257354,1.368883373,1.405727591,1.246170695
Dominican Republic,DOM,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.669708371,4.274085323,3.129194202,2.870638023,3.454860114,2.251796832,1.536489931,1.725949668,1.73698833,1.90658627,1.61766972,,,
Algeria,DZA,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.14155081,18.31,14.39830596,11.72638145,10.56397122,9.934960475,9.767345351,12.08915906,12.95850229,12.69740126,,,
East Asia & Pacific (excluding high income),EAP,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.84536974,9.497399514,7.182694604,5.428259709,3.979246314,3.686053447,3.439153053,4.040803469,3.315438935,3.147922434,3.693663882,3.533713437,3.575524752,4.396849427,3.962811792,3.30948194,,,,
"Egypt, Arab Rep.",EGY,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euro area,EMU,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.710263499,7.123736191,6.3826785,5.091745957,4.718132798,4.461202031,3.686424934,3.152827282,2.851226673,
Estonia,EST,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.944684776,5.202311385,5.375486406,4.045805811,2.622668594,1.474622315,1.388236099,2.768947703,2.17676369,2.378874966,1.55124,1.974248522,1.642846993,
Ethiopia,ETH,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.412864319,3.56052322,2.671735821,,
European Union,EUU,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.297026155,1.341824344,1.516812727,1.671621328,1.425572846,1.390401553,,
Fiji,FJI,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.830281793,8.000837422,6.586285497,4.656563682,4.226175449,3.685063943,2.45452535,5.682117344,3.130116789,3.741005492,4.372729287,3.859337358,4.185207472,2.687859707,2.156503473,1.448191369,2.315023838,2.424460657,3.089256749,3.838351272,6.212226962,
France,FRA,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.819420253,4.021931127,3.758573893,4.291454348,4.294523274,4.49543408,4.162499284,4.045254299,3.702759075,3.123595653,2.748341623,2.473143665,2.705338997,
Faroe Islands,FRO,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.207822183,0.661911869,0.1747611,1.075144552,0.348051805,0.312830381,0.326526586,0.128030465,
Gabon,GAB,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.159006906,2.778456701,2.549806194,2.742400869,4.067032102,5.259199348,10.65187215,10.83590406,12.39271898,12.81048264,7.588150337,
United Kingdom,GBR,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.993470631,,,1.55697369,3.508657018,3.954833788,3.961868206,3.586284008,3.111741739,1.654392455,1.014508466,0.940161284,0.73465975,1.072627545,1.079503996,1.215664822,
Georgia,GEO,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.343194656,1.971567664,1.194325981,0.805882164,0.838418571,4.058081305,6.255441029,5.919682705,4.526001601,3.680255502,3.031716066,3.02706443,2.711451144,3.446975017,2.77879997,2.678868344,1.928409565,2.267438336,1.876631025
Ghana,GHA,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.677725668,16.20000001,18.0818565,14.14598929,13.19667147,11.99893516,11.26917303,14.67361734,17.29440057,21.59124922,18.18715299,13.94191126,14.79387845,15.07344237
Gibraltar,GIB,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.202335649,6.064875164,6.071753255,9.442344658,10.67558596,11.55506646,9.899026964,9.379682282,9.207391324
"Gambia, The",GMB,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.56851093,13.18723002,10.43608716,13.67534668,12.3091898,14.51595428,12.14590445,12.03900482,19.07047469,7.22312243,6.486070011,9.322760534,7.33747092,3.152658621,4.546706808,,
Guinea-Bissau,GNB,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72033073,4.417818771,5.767751007,20.13022598,19.73517898,16.79902771,24.64187195,27.20331564,36.67750458,48.81276857,51.05172045,
Greece,GRC,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.470196808,3.773709448,5.622955164,9.199460876,15.71822403,27.81473906,29.99453747,35.70686888,37.35613197,45.57231955,41.98786723,36.4485403,26.97804432,
Grenada,GRD,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.95035627,6.700865133,3.906644635,2.402813899,2.202504121,2.236326409,
Greenland,GRL,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71061567,2.110396747,1.683508705,1.344539703,1.193125332,1.287754919,1.347322995,2.054754364,2.323998163,2.176221049,2.201272044,1.830087504,1.7297692
Guam,GUM,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
